dateTime;Temperature;Pressure;Humidity;windSpeed;windDegree
2018-05-31 04:40:00;23.86;1014.67;27.19;1.68;9.33 
2018-05-31 04:50:00;24.03;1014.69;28.08;1.69;9.36 
2018-05-31 05:00:00;24.20;1014.70;28.98;1.69;9.39 
2018-05-31 05:10:00;24.36;1014.72;29.87;1.70;9.42 
2018-05-31 05:20:00;24.53;1014.73;30.76;1.71;9.44 
2018-05-31 05:30:00;24.70;1014.75;31.66;1.71;9.47 
2018-05-31 05:40:00;24.87;1014.76;32.55;1.72;9.50 
2018-05-31 05:50:00;25.04;1014.78;33.44;1.72;9.53 
2018-05-31 06:00:00;25.20;1014.80;34.33;1.73;9.56 
2018-05-31 06:10:00;25.37;1014.81;35.23;1.73;9.59 
2018-05-31 06:20:00;25.54;1014.83;36.12;1.74;9.62 
2018-05-31 06:30:00;25.71;1014.84;37.01;1.75;9.65 
2018-05-31 06:40:00;25.88;1014.86;37.90;1.75;9.68 
2018-05-31 06:50:00;26.05;1014.87;38.80;1.76;9.71 
2018-05-31 07:00:00;26.21;1014.89;39.69;1.76;9.74 
2018-05-31 07:10:00;26.38;1014.90;40.58;1.77;9.77 
2018-05-31 07:20:00;26.55;1014.92;41.48;1.77;9.80 
2018-05-31 07:30:00;26.72;1014.93;42.37;1.78;9.83 
2018-05-31 07:40:00;26.89;1014.95;43.26;1.79;9.85 
2018-05-31 07:50:00;27.05;1014.96;44.15;1.79;9.88 
2018-05-31 08:00:00;27.22;1014.98;45.05;1.80;9.91 
2018-05-31 08:10:00;27.39;1015.00;45.94;1.80;9.94 
2018-05-31 08:20:00;27.56;1015.01;46.83;1.81;9.97 
2018-05-31 08:30:00;27.73;1015.03;47.73;1.81;10.00 
2018-05-31 08:40:00;27.89;1015.04;48.62;1.82;10.03 
2018-05-31 08:50:00;28.06;1015.06;49.51;1.83;10.06 
2018-05-31 09:00:00;28.23;1015.07;50.40;1.83;10.09 
2018-05-31 09:10:00;28.40;1015.09;51.30;1.84;10.12 
2018-05-31 09:20:00;28.57;1015.10;52.19;1.84;10.15 
2018-05-31 09:30:00;28.73;1015.12;53.08;1.85;10.18 
2018-05-31 09:40:00;28.90;1015.13;53.97;1.85;10.21 
2018-05-31 09:50:00;29.07;1015.15;54.87;1.86;10.24 
2018-05-31 10:00:00;29.24;1015.17;55.76;1.87;10.27 
2018-05-31 10:10:00;29.41;1015.18;56.65;1.87;10.29 
2018-05-31 10:20:00;29.57;1015.20;57.55;1.88;10.32 
2018-05-31 10:30:00;29.74;1015.21;58.44;1.88;10.35 
2018-05-31 10:40:00;29.91;1015.23;59.33;1.89;10.38 
2018-05-31 10:50:00;30.08;1015.24;60.22;1.89;10.41 
2018-05-31 11:00:00;30.25;1015.26;61.12;1.90;10.44 
2018-05-31 11:10:00;30.41;1015.27;62.01;1.90;10.47 
2018-05-31 11:20:00;30.58;1015.29;62.90;1.91;10.50 
2018-05-31 11:30:00;30.75;1015.30;63.80;1.92;10.53 
2018-05-31 11:40:00;30.92;1015.32;64.69;1.92;10.56 
2018-05-31 11:50:00;31.09;1015.33;65.58;1.93;10.59 
2018-05-31 12:00:00;31.25;1015.35;66.47;1.93;10.62 
2018-05-31 12:10:00;31.42;1015.37;67.37;1.94;10.65 
2018-05-31 12:20:00;31.59;1015.38;68.26;1.94;10.68 
2018-05-31 12:30:00;31.76;1015.40;69.15;1.95;10.70 
2018-05-31 12:40:00;31.93;1015.41;70.04;1.96;10.73 
2018-05-31 12:50:00;32.09;1015.43;70.94;1.96;10.76 
2018-05-31 13:00:00;32.26;1015.44;71.83;1.97;10.79 
2018-05-31 13:10:00;32.43;1015.46;72.72;1.97;10.82 
2018-05-31 13:20:00;32.60;1015.47;73.62;1.98;10.85 
2018-05-31 13:30:00;32.77;1015.49;74.51;1.98;10.88 
2018-05-31 13:40:00;32.94;1015.50;75.40;1.99;10.91 
2018-05-31 13:50:00;33.10;1015.52;76.29;2.00;10.94 
2018-05-31 14:00:00;33.27;1015.54;77.19;2.00;10.97 
2018-05-31 14:10:00;33.44;1015.55;78.08;2.01;11.00 
2018-05-31 14:20:00;33.61;1015.57;78.97;2.01;11.03 
2018-05-31 14:30:00;33.78;1015.58;79.87;2.02;11.06 
2018-05-31 14:40:00;33.94;1015.60;80.76;2.02;11.09 
2018-05-31 14:50:00;34.11;1015.61;81.65;2.03;11.11 
2018-05-31 15:00:00;34.28;1015.63;82.54;2.04;11.14 
2018-05-31 15:10:00;34.45;1015.64;83.44;2.04;11.17 
2018-05-31 15:20:00;34.62;1015.66;84.33;2.05;11.20 
2018-05-31 15:30:00;34.78;1015.67;85.22;2.05;11.23 
2018-05-31 15:40:00;34.95;1015.69;86.11;2.06;11.26 
2018-05-31 15:50:00;35.12;1015.70;87.01;2.06;11.29 
2018-05-31 16:00:00;34.91;1015.72;87.90;2.07;11.32 
2018-05-31 16:10:00;34.70;1015.71;87.42;2.08;11.38 
2018-05-31 16:20:00;34.49;1015.69;86.94;2.08;11.43 
2018-05-31 16:30:00;34.28;1015.68;86.45;2.09;11.49 
2018-05-31 16:40:00;34.07;1015.66;85.97;2.09;11.54 
2018-05-31 16:50:00;33.86;1015.65;85.49;2.10;11.60 
2018-05-31 17:00:00;33.65;1015.64;85.01;2.11;11.66 
2018-05-31 17:10:00;33.44;1015.62;84.52;2.11;11.71 
2018-05-31 17:20:00;33.23;1015.61;84.04;2.12;11.77 
2018-05-31 17:30:00;33.02;1015.60;83.56;2.13;11.82 
2018-05-31 17:40:00;32.81;1015.58;83.08;2.13;11.88 
2018-05-31 17:50:00;32.61;1015.57;82.59;2.14;11.93 
2018-05-31 18:00:00;32.40;1015.55;82.11;2.14;11.99 
2018-05-31 18:10:00;32.19;1015.54;81.63;2.15;12.05 
2018-05-31 18:20:00;31.98;1015.53;81.15;2.16;12.10 
2018-05-31 18:30:00;31.77;1015.51;80.66;2.16;12.16 
2018-05-31 18:40:00;31.56;1015.50;80.18;2.17;12.21 
2018-05-31 18:50:00;31.35;1015.48;79.70;2.17;12.27 
2018-05-31 19:00:00;31.14;1015.47;79.22;2.18;12.33 
2018-05-31 19:10:00;30.93;1015.46;78.74;2.19;12.38 
2018-05-31 19:20:00;30.72;1015.44;78.25;2.19;12.44 
2018-05-31 19:30:00;30.51;1015.43;77.77;2.20;12.49 
2018-05-31 19:40:00;30.30;1015.41;77.29;2.20;12.55 
2018-05-31 19:50:00;30.09;1015.40;76.81;2.21;12.60 
2018-05-31 20:00:00;29.88;1015.39;76.32;2.22;12.66 
2018-05-31 20:10:00;29.67;1015.37;75.84;2.22;12.72 
2018-05-31 20:20:00;29.46;1015.36;75.36;2.23;12.77 
2018-05-31 20:30:00;29.25;1015.35;74.88;2.24;12.83 
2018-05-31 20:40:00;29.04;1015.33;74.39;2.24;12.88 
2018-05-31 20:50:00;28.83;1015.32;73.91;2.25;12.94 
2018-05-31 21:00:00;28.62;1015.30;73.43;2.25;13.00 
2018-05-31 21:10:00;28.41;1015.29;72.95;2.26;13.05 
2018-05-31 21:20:00;28.20;1015.28;72.46;2.27;13.11 
2018-05-31 21:30:00;27.99;1015.26;71.98;2.27;13.16 
2018-05-31 21:40:00;27.78;1015.25;71.50;2.28;13.22 
2018-05-31 21:50:00;27.58;1015.23;71.02;2.28;13.27 
2018-05-31 22:00:00;27.37;1015.22;70.53;2.29;13.33 
2018-05-31 22:10:00;27.16;1015.21;70.05;2.30;13.39 
2018-05-31 22:20:00;26.95;1015.19;69.57;2.30;13.44 
2018-05-31 22:30:00;26.74;1015.18;69.09;2.31;13.50 
2018-05-31 22:40:00;26.53;1015.16;68.61;2.31;13.55 
2018-05-31 22:50:00;26.32;1015.15;68.12;2.32;13.61 
2018-05-31 23:00:00;26.11;1015.14;67.64;2.33;13.67 
2018-05-31 23:10:00;25.90;1015.12;67.16;2.33;13.72 
2018-05-31 23:20:00;25.69;1015.11;66.68;2.34;13.78 
2018-05-31 23:30:00;25.48;1015.10;66.19;2.35;13.83 
2018-05-31 23:40:00;25.27;1015.08;65.71;2.35;13.89 
2018-05-31 23:50:00;25.06;1015.07;65.23;2.36;13.94 
2018-06-01 00:00:00;24.85;1015.05;64.75;2.36;14.00 
2018-06-01 00:10:00;24.64;1015.04;64.26;2.37;14.06 
2018-06-01 00:20:00;24.43;1015.03;63.78;2.38;14.11 
2018-06-01 00:30:00;24.22;1015.01;63.30;2.38;14.17 
2018-06-01 00:40:00;24.01;1015.00;62.82;2.39;14.22 
2018-06-01 00:50:00;23.80;1014.98;62.33;2.39;14.28 
2018-06-01 01:00:00;23.59;1014.97;61.85;2.40;14.34 
2018-06-01 01:10:00;23.38;1014.96;61.37;2.41;14.39 
2018-06-01 01:20:00;23.17;1014.94;60.89;2.41;14.45 
2018-06-01 01:30:00;22.96;1014.93;60.41;2.42;14.50 
2018-06-01 01:40:00;22.75;1014.91;59.92;2.42;14.56 
2018-06-01 01:50:00;22.54;1014.90;59.44;2.43;14.61 
2018-06-01 02:00:00;22.34;1014.89;58.96;2.44;14.67 
2018-06-01 02:10:00;22.13;1014.87;58.48;2.44;14.73 
2018-06-01 02:20:00;21.92;1014.86;57.99;2.45;14.78 
2018-06-01 02:30:00;21.71;1014.85;57.51;2.46;14.84 
2018-06-01 02:40:00;21.50;1014.83;57.03;2.46;14.89 
2018-06-01 02:50:00;21.29;1014.82;56.55;2.47;14.95 
2018-06-01 03:00:00;21.08;1014.80;56.06;2.47;15.01 
2018-06-01 03:10:00;20.87;1014.79;55.58;2.48;15.06 
2018-06-01 03:20:00;20.66;1014.78;55.10;2.49;15.12 
2018-06-01 03:30:00;20.45;1014.76;54.62;2.49;15.17 
2018-06-01 03:40:00;20.24;1014.75;54.13;2.50;15.23 
2018-06-01 03:50:00;20.03;1014.73;53.65;2.50;15.28 
2018-06-01 04:00:00;20.21;1014.72;53.17;2.51;15.34 
2018-06-01 04:10:00;20.38;1014.74;53.62;2.52;15.44 
2018-06-01 04:20:00;20.56;1014.75;54.07;2.52;15.53 
2018-06-01 04:30:00;20.73;1014.77;54.52;2.53;15.63 
2018-06-01 04:40:00;20.91;1014.78;54.97;2.53;15.73 
2018-06-01 04:50:00;21.08;1014.80;55.42;2.54;15.82 
2018-06-01 05:00:00;21.26;1014.81;55.86;2.54;15.92 
2018-06-01 05:10:00;21.44;1014.83;56.31;2.55;16.01 
2018-06-01 05:20:00;21.61;1014.84;56.76;2.55;16.11 
2018-06-01 05:30:00;21.79;1014.86;57.21;2.56;16.21 
2018-06-01 05:40:00;21.96;1014.87;57.66;2.57;16.30 
2018-06-01 05:50:00;22.14;1014.89;58.11;2.57;16.40 
2018-06-01 06:00:00;22.31;1014.91;58.56;2.58;16.50 
2018-06-01 06:10:00;22.49;1014.92;59.01;2.58;16.59 
2018-06-01 06:20:00;22.67;1014.94;59.46;2.59;16.69 
2018-06-01 06:30:00;22.84;1014.95;59.91;2.59;16.78 
2018-06-01 06:40:00;23.02;1014.97;60.35;2.60;16.88 
2018-06-01 06:50:00;23.19;1014.98;60.80;2.60;16.98 
2018-06-01 07:00:00;23.37;1015.00;61.25;2.61;17.07 
2018-06-01 07:10:00;23.54;1015.01;61.70;2.62;17.17 
2018-06-01 07:20:00;23.72;1015.03;62.15;2.62;17.27 
2018-06-01 07:30:00;23.90;1015.04;62.60;2.63;17.36 
2018-06-01 07:40:00;24.07;1015.06;63.05;2.63;17.46 
2018-06-01 07:50:00;24.25;1015.07;63.50;2.64;17.55 
2018-06-01 08:00:00;24.42;1015.09;63.95;2.64;17.65 
2018-06-01 08:10:00;24.60;1015.11;64.40;2.65;17.75 
2018-06-01 08:20:00;24.77;1015.12;64.84;2.65;17.84 
2018-06-01 08:30:00;24.95;1015.14;65.29;2.66;17.94 
2018-06-01 08:40:00;25.13;1015.15;65.74;2.67;18.04 
2018-06-01 08:50:00;25.30;1015.17;66.19;2.67;18.13 
2018-06-01 09:00:00;25.48;1015.18;66.64;2.68;18.23 
2018-06-01 09:10:00;25.65;1015.20;67.09;2.68;18.32 
2018-06-01 09:20:00;25.83;1015.21;67.54;2.69;18.42 
2018-06-01 09:30:00;26.00;1015.23;67.99;2.69;18.52 
2018-06-01 09:40:00;26.18;1015.24;68.44;2.70;18.61 
2018-06-01 09:50:00;26.36;1015.26;68.89;2.70;18.71 
2018-06-01 10:00:00;26.53;1015.28;69.34;2.71;18.81 
2018-06-01 10:10:00;26.71;1015.29;69.78;2.72;18.90 
2018-06-01 10:20:00;26.88;1015.31;70.23;2.72;19.00 
2018-06-01 10:30:00;27.06;1015.32;70.68;2.73;19.09 
2018-06-01 10:40:00;27.23;1015.34;71.13;2.73;19.19 
2018-06-01 10:50:00;27.41;1015.35;71.58;2.74;19.29 
2018-06-01 11:00:00;27.58;1015.37;72.03;2.74;19.38 
2018-06-01 11:10:00;27.76;1015.38;72.48;2.75;19.48 
2018-06-01 11:20:00;27.94;1015.40;72.93;2.75;19.58 
2018-06-01 11:30:00;28.11;1015.41;73.38;2.76;19.67 
2018-06-01 11:40:00;28.29;1015.43;73.83;2.77;19.77 
2018-06-01 11:50:00;28.46;1015.44;74.27;2.77;19.86 
2018-06-01 12:00:00;28.64;1015.46;74.72;2.78;19.96 
2018-06-01 12:10:00;28.81;1015.48;75.17;2.78;20.06 
2018-06-01 12:20:00;28.99;1015.49;75.62;2.79;20.15 
2018-06-01 12:30:00;29.17;1015.51;76.07;2.79;20.25 
2018-06-01 12:40:00;29.34;1015.52;76.52;2.80;20.35 
2018-06-01 12:50:00;29.52;1015.54;76.97;2.80;20.44 
2018-06-01 13:00:00;29.69;1015.55;77.42;2.81;20.54 
2018-06-01 13:10:00;29.87;1015.57;77.87;2.82;20.63 
2018-06-01 13:20:00;30.04;1015.58;78.32;2.82;20.73 
2018-06-01 13:30:00;30.22;1015.60;78.76;2.83;20.83 
2018-06-01 13:40:00;30.40;1015.61;79.21;2.83;20.92 
2018-06-01 13:50:00;30.57;1015.63;79.66;2.84;21.02 
2018-06-01 14:00:00;30.75;1015.65;80.11;2.84;21.12 
2018-06-01 14:10:00;30.92;1015.66;80.56;2.85;21.21 
2018-06-01 14:20:00;31.10;1015.68;81.01;2.85;21.31 
2018-06-01 14:30:00;31.27;1015.69;81.46;2.86;21.40 
2018-06-01 14:40:00;31.45;1015.71;81.91;2.87;21.50 
2018-06-01 14:50:00;31.63;1015.72;82.36;2.87;21.60 
2018-06-01 15:00:00;31.80;1015.74;82.81;2.88;21.69 
2018-06-01 15:10:00;31.98;1015.75;83.25;2.88;21.79 
2018-06-01 15:20:00;32.15;1015.77;83.70;2.89;21.89 
2018-06-01 15:30:00;32.33;1015.78;84.15;2.89;21.98 
2018-06-01 15:40:00;32.50;1015.80;84.60;2.90;22.08 
2018-06-01 15:50:00;32.68;1015.81;85.05;2.90;22.17 
2018-06-01 16:00:00;32.46;1015.83;85.50;2.91;22.27 
2018-06-01 16:10:00;32.25;1015.82;84.87;2.89;22.60 
2018-06-01 16:20:00;32.03;1015.80;84.23;2.86;22.92 
2018-06-01 16:30:00;31.82;1015.79;83.60;2.84;23.25 
2018-06-01 16:40:00;31.60;1015.77;82.96;2.82;23.57 
2018-06-01 16:50:00;31.39;1015.76;82.33;2.79;23.90 
2018-06-01 17:00:00;31.17;1015.75;81.69;2.77;24.22 
2018-06-01 17:10:00;30.95;1015.73;81.06;2.75;24.55 
2018-06-01 17:20:00;30.74;1015.72;80.43;2.72;24.88 
2018-06-01 17:30:00;30.52;1015.71;79.79;2.70;25.20 
2018-06-01 17:40:00;30.31;1015.69;79.16;2.68;25.53 
2018-06-01 17:50:00;30.09;1015.68;78.52;2.65;25.85 
2018-06-01 18:00:00;29.88;1015.66;77.89;2.63;26.18 
2018-06-01 18:10:00;29.66;1015.65;77.25;2.61;26.50 
2018-06-01 18:20:00;29.44;1015.64;76.62;2.59;26.83 
2018-06-01 18:30:00;29.23;1015.62;75.99;2.56;27.16 
2018-06-01 18:40:00;29.01;1015.61;75.35;2.54;27.48 
2018-06-01 18:50:00;28.80;1015.59;74.72;2.52;27.81 
2018-06-01 19:00:00;28.58;1015.58;74.08;2.49;28.13 
2018-06-01 19:10:00;28.37;1015.57;73.45;2.47;28.46 
2018-06-01 19:20:00;28.15;1015.55;72.81;2.45;28.78 
2018-06-01 19:30:00;27.93;1015.54;72.18;2.42;29.11 
2018-06-01 19:40:00;27.72;1015.52;71.55;2.40;29.44 
2018-06-01 19:50:00;27.50;1015.51;70.91;2.38;29.76 
2018-06-01 20:00:00;27.29;1015.50;70.28;2.35;30.09 
2018-06-01 20:10:00;27.07;1015.48;69.64;2.33;30.41 
2018-06-01 20:20:00;26.86;1015.47;69.01;2.31;30.74 
2018-06-01 20:30:00;26.64;1015.46;68.37;2.28;31.06 
2018-06-01 20:40:00;26.42;1015.44;67.74;2.26;31.39 
2018-06-01 20:50:00;26.21;1015.43;67.11;2.24;31.72 
2018-06-01 21:00:00;25.99;1015.41;66.47;2.21;32.04 
2018-06-01 21:10:00;25.78;1015.40;65.84;2.19;32.37 
2018-06-01 21:20:00;25.56;1015.39;65.20;2.17;32.69 
2018-06-01 21:30:00;25.35;1015.37;64.57;2.14;33.02 
2018-06-01 21:40:00;25.13;1015.36;63.93;2.12;33.34 
2018-06-01 21:50:00;24.92;1015.34;63.30;2.10;33.67 
2018-06-01 22:00:00;24.70;1015.33;62.67;2.08;34.00 
2018-06-01 22:10:00;24.48;1015.32;62.03;2.05;34.32 
2018-06-01 22:20:00;24.27;1015.30;61.40;2.03;34.65 
2018-06-01 22:30:00;24.05;1015.29;60.76;2.01;34.97 
2018-06-01 22:40:00;23.84;1015.27;60.13;1.98;35.30 
2018-06-01 22:50:00;23.62;1015.26;59.49;1.96;35.62 
2018-06-01 23:00:00;23.41;1015.25;58.86;1.94;35.95 
2018-06-01 23:10:00;23.19;1015.23;58.22;1.91;36.27 
2018-06-01 23:20:00;22.97;1015.22;57.59;1.89;36.60 
2018-06-01 23:30:00;22.76;1015.21;56.96;1.87;36.93 
2018-06-01 23:40:00;22.54;1015.19;56.32;1.84;37.25 
2018-06-01 23:50:00;22.33;1015.18;55.69;1.82;37.58 
2018-06-02 00:00:00;22.11;1015.16;55.05;1.80;37.90 
2018-06-02 00:10:00;21.90;1015.15;54.42;1.77;38.23 
2018-06-02 00:20:00;21.68;1015.14;53.78;1.75;38.55 
2018-06-02 00:30:00;21.46;1015.12;53.15;1.73;38.88 
2018-06-02 00:40:00;21.25;1015.11;52.52;1.70;39.21 
2018-06-02 00:50:00;21.03;1015.09;51.88;1.68;39.53 
2018-06-02 01:00:00;20.82;1015.08;51.25;1.66;39.86 
2018-06-02 01:10:00;20.60;1015.07;50.61;1.63;40.18 
2018-06-02 01:20:00;20.39;1015.05;49.98;1.61;40.51 
2018-06-02 01:30:00;20.17;1015.04;49.34;1.59;40.83 
2018-06-02 01:40:00;19.95;1015.02;48.71;1.56;41.16 
2018-06-02 01:50:00;19.74;1015.01;48.08;1.54;41.49 
2018-06-02 02:00:00;19.52;1015.00;47.44;1.52;41.81 
2018-06-02 02:10:00;19.31;1014.98;46.81;1.50;42.14 
2018-06-02 02:20:00;19.09;1014.97;46.17;1.47;42.46 
2018-06-02 02:30:00;18.88;1014.96;45.54;1.45;42.79 
2018-06-02 02:40:00;18.66;1014.94;44.90;1.43;43.11 
2018-06-02 02:50:00;18.44;1014.93;44.27;1.40;43.44 
2018-06-02 03:00:00;18.23;1014.91;43.64;1.38;43.77 
2018-06-02 03:10:00;18.01;1014.90;43.00;1.36;44.09 
2018-06-02 03:20:00;17.80;1014.89;42.37;1.33;44.42 
2018-06-02 03:30:00;17.58;1014.87;41.73;1.31;44.74 
2018-06-02 03:40:00;17.37;1014.86;41.10;1.29;45.07 
2018-06-02 03:50:00;17.15;1014.84;40.46;1.26;45.39 
2018-06-02 04:00:00;17.31;1014.83;39.83;1.24;45.72 
2018-06-02 04:10:00;17.47;1014.84;40.55;1.25;45.79 
2018-06-02 04:20:00;17.63;1014.84;41.27;1.25;45.86 
2018-06-02 04:30:00;17.79;1014.85;41.99;1.26;45.93 
2018-06-02 04:40:00;17.94;1014.86;42.71;1.26;46.00 
2018-06-02 04:50:00;18.10;1014.86;43.43;1.27;46.07 
2018-06-02 05:00:00;18.26;1014.87;44.15;1.27;46.13 
2018-06-02 05:10:00;18.42;1014.88;44.87;1.28;46.20 
2018-06-02 05:20:00;18.58;1014.88;45.59;1.29;46.27 
2018-06-02 05:30:00;18.74;1014.89;46.31;1.29;46.34 
2018-06-02 05:40:00;18.90;1014.90;47.03;1.30;46.41 
2018-06-02 05:50:00;19.06;1014.90;47.75;1.30;46.48 
2018-06-02 06:00:00;19.21;1014.91;48.48;1.31;46.55 
2018-06-02 06:10:00;19.37;1014.92;49.20;1.31;46.62 
2018-06-02 06:20:00;19.53;1014.92;49.92;1.32;46.69 
2018-06-02 06:30:00;19.69;1014.93;50.64;1.33;46.76 
2018-06-02 06:40:00;19.85;1014.94;51.36;1.33;46.82 
2018-06-02 06:50:00;20.01;1014.94;52.08;1.34;46.89 
2018-06-02 07:00:00;20.17;1014.95;52.80;1.34;46.96 
2018-06-02 07:10:00;20.33;1014.96;53.52;1.35;47.03 
2018-06-02 07:20:00;20.48;1014.96;54.24;1.35;47.10 
2018-06-02 07:30:00;20.64;1014.97;54.96;1.36;47.17 
2018-06-02 07:40:00;20.80;1014.98;55.68;1.37;47.24 
2018-06-02 07:50:00;20.96;1014.98;56.40;1.37;47.31 
2018-06-02 08:00:00;21.12;1014.99;57.12;1.38;47.38 
2018-06-02 08:10:00;21.28;1015.00;57.84;1.38;47.45 
2018-06-02 08:20:00;21.44;1015.00;58.56;1.39;47.51 
2018-06-02 08:30:00;21.60;1015.01;59.28;1.39;47.58 
2018-06-02 08:40:00;21.75;1015.02;60.00;1.40;47.65 
2018-06-02 08:50:00;21.91;1015.02;60.72;1.41;47.72 
2018-06-02 09:00:00;22.07;1015.03;61.44;1.41;47.79 
2018-06-02 09:10:00;22.23;1015.04;62.16;1.42;47.86 
2018-06-02 09:20:00;22.39;1015.04;62.88;1.42;47.93 
2018-06-02 09:30:00;22.55;1015.05;63.60;1.43;48.00 
2018-06-02 09:40:00;22.71;1015.06;64.32;1.43;48.07 
2018-06-02 09:50:00;22.87;1015.06;65.04;1.44;48.14 
2018-06-02 10:00:00;23.02;1015.07;65.76;1.45;48.21 
2018-06-02 10:10:00;23.18;1015.08;66.49;1.45;48.27 
2018-06-02 10:20:00;23.34;1015.08;67.21;1.46;48.34 
2018-06-02 10:30:00;23.50;1015.09;67.93;1.46;48.41 
2018-06-02 10:40:00;23.66;1015.10;68.65;1.47;48.48 
2018-06-02 10:50:00;23.82;1015.10;69.37;1.47;48.55 
2018-06-02 11:00:00;23.98;1015.11;70.09;1.48;48.62 
2018-06-02 11:10:00;24.14;1015.12;70.81;1.48;48.69 
2018-06-02 11:20:00;24.29;1015.12;71.53;1.49;48.76 
2018-06-02 11:30:00;24.45;1015.13;72.25;1.50;48.83 
2018-06-02 11:40:00;24.61;1015.14;72.97;1.50;48.90 
2018-06-02 11:50:00;24.77;1015.14;73.69;1.51;48.96 
2018-06-02 12:00:00;24.93;1015.15;74.41;1.51;49.03 
2018-06-02 12:10:00;25.09;1015.16;75.13;1.52;49.10 
2018-06-02 12:20:00;25.25;1015.16;75.85;1.52;49.17 
2018-06-02 12:30:00;25.41;1015.17;76.57;1.53;49.24 
2018-06-02 12:40:00;25.56;1015.18;77.29;1.54;49.31 
2018-06-02 12:50:00;25.72;1015.18;78.01;1.54;49.38 
2018-06-02 13:00:00;25.88;1015.19;78.73;1.55;49.45 
2018-06-02 13:10:00;26.04;1015.20;79.45;1.55;49.52 
2018-06-02 13:20:00;26.20;1015.20;80.17;1.56;49.59 
2018-06-02 13:30:00;26.36;1015.21;80.89;1.56;49.65 
2018-06-02 13:40:00;26.52;1015.22;81.61;1.57;49.72 
2018-06-02 13:50:00;26.68;1015.22;82.33;1.58;49.79 
2018-06-02 14:00:00;26.83;1015.23;83.05;1.58;49.86 
2018-06-02 14:10:00;26.99;1015.24;83.78;1.59;49.93 
2018-06-02 14:20:00;27.15;1015.24;84.50;1.59;50.00 
2018-06-02 14:30:00;27.31;1015.25;85.22;1.60;50.07 
2018-06-02 14:40:00;27.47;1015.26;85.94;1.60;50.14 
2018-06-02 14:50:00;27.63;1015.26;86.66;1.61;50.21 
2018-06-02 15:00:00;27.79;1015.27;87.38;1.62;50.28 
2018-06-02 15:10:00;27.95;1015.28;88.10;1.62;50.34 
2018-06-02 15:20:00;28.10;1015.28;88.82;1.63;50.41 
2018-06-02 15:30:00;28.26;1015.29;89.54;1.63;50.48 
2018-06-02 15:40:00;28.42;1015.30;90.26;1.64;50.55 
2018-06-02 15:50:00;28.58;1015.30;90.98;1.64;50.62 
2018-06-02 16:00:00;28.42;1015.31;91.70;1.65;50.69 
2018-06-02 16:10:00;28.26;1015.30;90.71;1.64;50.45 
2018-06-02 16:20:00;28.09;1015.29;89.72;1.64;50.20 
2018-06-02 16:30:00;27.93;1015.27;88.73;1.63;49.96 
2018-06-02 16:40:00;27.77;1015.26;87.75;1.63;49.71 
2018-06-02 16:50:00;27.61;1015.25;86.76;1.62;49.47 
2018-06-02 17:00:00;27.44;1015.24;85.77;1.62;49.23 
2018-06-02 17:10:00;27.28;1015.22;84.78;1.61;48.98 
2018-06-02 17:20:00;27.12;1015.21;83.79;1.60;48.74 
2018-06-02 17:30:00;26.96;1015.20;82.80;1.60;48.49 
2018-06-02 17:40:00;26.79;1015.19;81.81;1.59;48.25 
2018-06-02 17:50:00;26.63;1015.17;80.83;1.59;48.00 
2018-06-02 18:00:00;26.47;1015.16;79.84;1.58;47.76 
2018-06-02 18:10:00;26.31;1015.15;78.85;1.58;47.52 
